N=194124, N_branch=500, dt_b=-0.0001, dt_f=0.0001, rtol=1e-9
T_min=0, T_max_b=-6.283185307179586, T_max_f=12.566370614359172, ZOOM=False
Features: normalized position and unit tangent blocks.
Perigee: first noninitial geocentric minimum outside lunar SOI within each interval, before any detected surface entry.
Frame: geocentric inertial axes coincident with synodic axes at t=0.
STD: ddof=0; w statistics use offsets from the cluster circular mean (angle_origin_deg).
angle_resultant: 1=concentrated directions; 0=no defined mean direction. Broad angular clouds require caution with linearized moments.
NaN: missing event, undefined parameter/statistic, or missing representative parameter.

K=10, STD=0.01603226725
n = trajectories per cluster; conditions overlap.
n = 1: clusters=0/10 (0.00%); trajectories=0/194124 (0.00%)
n < 10: clusters=0/10 (0.00%); trajectories=0/194124 (0.00%)
n < 100: clusters=0/10 (0.00%); trajectories=0/194124 (0.00%)

K=10, phase=backward, parameter=a [km]
cluster representative_source n_cluster n_valid n_missing median std p05 p95 width90 minimum maximum range skewness error95 error_max angle_origin_deg angle_resultant
7 8687 2872 2872 0 222682.6862 5437.8383 210135.7028 227761.1456 17625.44278 200496.666 290687.8457 90191.17974 -0.4533904453 14171.20638 67155.2179 nan nan
8 36833 1174 1174 0 209553.5726 181317.6511 206882.1758 284356.4097 77474.23389 188400.7196 2060429.552 1872028.832 7.414570654 74994.06395 1851067.206 nan nan
9 175498 2918 2918 0 236778.2562 1110077.391 228020.7864 240775.0091 12754.22264 202732.8438 21659266.51 21456533.67 14.86429423 13282.87486 21418864.46 nan nan
10 23915 4591 4590 1 198441.0478 3354.830146 195965.9745 202294.2918 6328.31727 195345.8198 233461.2372 38115.41744 6.572005604 5446.189178 36613.1346 nan nan
11 176287 17401 17401 0 202464.8165 814340.3383 189249.2018 255568.0432 66318.84141 188553.8771 76282242.54 76093688.66 62.35447073 52180.45792 76078854.95 nan nan
12 31321 1223 1223 0 210131.022 14989.74896 209554.1451 240782.1106 31227.96556 207916.3375 342072.9036 134156.5661 3.266098694 30933.48256 132224.2755 nan nan
13 156237 2360 2360 0 194713.0319 91585.94141 188285.1384 278542.1497 90257.01126 188188.9864 3928762.039 3740573.052 29.30277996 89122.61927 3739342.508 nan nan
14 168732 13781 13781 0 193944.4914 235013.2578 188675.8137 234235.4341 45559.62038 188339.4372 8775147.526 8586808.089 29.40032919 41820.57825 8582732.67 nan nan
15 75748 4847 4844 3 223049.9675 6287.95492 210602.3673 229880.4301 19278.0628 202955.6949 290136.3455 87180.65061 0.4924259749 11409.29186 69119.02551 nan nan
16 35338 1345 1341 4 216170.6291 476232.1513 189608.8654 1261473.325 1071864.46 189245.1579 7296020.845 7106775.687 4.087730227 672125.1792 6434449.398 nan nan
17 49752 4104 4104 0 206736.56 7970.428736 199891.1242 217444.8203 17553.69603 199228.2887 290667.2668 91438.97806 4.152394561 9131.331713 82241.70584 nan nan
18 125038 14730 14730 0 201624.892 98180.45596 190064.5974 207807.6112 17743.01377 188359.5922 4813753.221 4625393.629 34.41486824 11265.08179 4612545.685 nan nan
19 100814 2732 2732 0 214926.7542 8942.57667 201573.0725 229259.9935 27686.921 189478.0538 289873.6718 100395.618 0.451987381 15566.19793 75637.62633 nan nan
20 45851 1077 1076 1 209460.6065 11519.36834 208269.0958 239643.8847 31374.78886 206005.9538 290545.4692 84539.51533 4.374141169 30223.21633 81124.80081 nan nan
21 21401 829 829 0 343018.5532 135037.2935 191591.6184 568198.9512 376607.3328 189482.7134 900343.5007 710860.7873 1.122116207 361161.3724 693305.9219 nan nan
22 66366 884 80 804 278875.2358 156891.3244 209613.3031 742286.8255 532673.5224 208958.4106 762407.8213 553449.4108 2.314528914 nan nan nan nan
23 151127 3687 3687 0 196513.4972 227650.0387 188356.5352 292445.9492 104089.414 188188.6076 9903671.596 9715482.989 37.37401487 100969.8043 9712195.451 nan nan
24 68757 1657 1657 0 202152.2573 12475.98769 193972.1922 206886.5183 12914.32619 191900.3895 291166.9449 99266.55542 5.832304168 7473.300159 90848.35833 nan nan
25 117692 12103 12102 1 211445.4924 150263.6389 191770.0145 253186.0353 61416.02089 188218.9593 5951144.654 5762925.694 26.54764488 40351.64852 5738310.267 nan nan
26 149482 7320 7319 1 196938.2153 193452.0724 188407.235 327286.1488 138878.9138 188239.9341 5805939.396 5617699.462 14.48017753 136178.8461 5614832.093 nan nan
27 167957 2 2 0 206129.3612 512.6989975 205667.9321 206590.7903 922.8581956 205616.6622 206642.0602 1025.397995 nan 974.1280953 1025.397995 nan nan
28 14985 953 953 0 638338.4896 786044.6982 204764.7129 2148938.429 1944173.716 189465.639 8837569.013 8648103.374 3.65338888 1476773.211 8165403.795 nan nan
29 9615 5132 5132 0 210643.8668 6120.696026 203588.923 218880.595 15291.67202 202451.942 291060.468 88608.52596 3.26121694 8834.121076 78802.04036 nan nan
30 45752 14844 14841 3 208322.4204 124165.5628 189433.0289 263760.5952 74327.56628 188375.5304 3868441.785 3680066.255 10.28778031 57502.15523 3662183.345 nan nan

K=31, phase=forward, parameter=e [-]
cluster representative_source n_cluster n_valid n_missing median std p05 p95 width90 minimum maximum range skewness error95 error_max angle_origin_deg angle_resultant
0 144351 45542 45540 2 0.9294181304 0.2336044366 0.2385392352 0.9992975637 0.7607583285 3.774545329e-05 1 0.9999622545 -1.942415653 0.7381564597 0.9766579495 nan nan
1 23974 3846 3846 0 0.4800388514 0.0569026737 0.3818485077 0.5279343635 0.1460858558 0.09456188752 0.6973082286 0.6027463411 -0.5582606027 0.09006222971 0.373713486 nan nan
2 19832 1037 325 712 0.8335390019 0.2363594931 0.3682123161 0.9971509283 0.6289386123 0.07453607635 0.9999986823 0.925462606 -0.8275629012 nan nan nan nan
3 221195 4355 4355 0 0.631277152 0.2516885859 0.1800441853 0.9880518688 0.8080076835 0.006136354059 0.9999999862 0.9938636321 -0.1834512767 0.6218638989 0.7957717301 nan nan
4 57501 12952 12952 0 0.8709391091 0.1766469497 0.4752249366 0.9983178889 0.5230929523 1.887149263e-05 0.9999999998 0.9999811283 -2.267796336 0.4251330235 0.9003390887 nan nan
5 127305 3336 3336 0 0.8045611832 0.1674954802 0.5051774476 0.9926311439 0.4874536962 0.005575633586 0.9999999262 0.9944242926 -1.177388965 0.3541828207 0.8537846348 nan nan
6 30062 490 490 0 0.411968308 0.1050051937 0.2814545532 0.5129638378 0.2315092846 0.1894484677 0.9882747201 0.7988262524 1.871338267 0.1252384467 0.600028837 nan nan
7 8687 2872 2872 0 0.3461269488 0.05249568955 0.303804595 0.4438284906 0.1400238956 0.09457712793 0.7031667327 0.6085896048 2.413941143 0.1248476227 0.363979334 nan nan
8 36833 1174 1174 0 0.6774509302 0.129327429 0.4512993477 0.7187935861 0.2674942384 0.06891838147 0.9999707994 0.9310524179 -3.615189475 0.3519908898 0.6099352082 nan nan
9 175498 2918 2918 0 0.2187355471 0.08183226942 0.1743142489 0.30217711 0.1278628611 0.09280181753 0.9799570657 0.8871552482 5.478196269 0.1242862869 0.8020662426 nan nan
10 23915 4591 4590 1 0.5307131369 0.02603887009 0.5021975189 0.5490087234 0.04681120456 0.2507497978 0.5535822468 0.302832449 -7.019740678 0.04026276592 0.291710487 nan nan
11 176287 17401 17401 0 0.8397301855 0.1754987237 0.4991353921 0.9977273224 0.4985919303 0.002972835345 0.9999999976 0.9970271622 -1.572252221 0.316974256 0.8131368127 nan nan
12 31321 1223 1223 0 0.6432568426 0.1743522696 0.1733449227 0.6638016798 0.4904567571 0.07522005048 0.7146028428 0.6393827924 -1.372584013 0.4771962592 0.5753211314 nan nan
13 156237 2360 2360 0 0.9085787896 0.1862443335 0.3954878231 0.9988802449 0.6033924217 0.001314468504 0.9999999847 0.9986855162 -2.502270517 0.5776939268 0.9718672814 nan nan
14 168732 13781 13781 0 0.9342085288 0.1548232565 0.5870574321 0.9994848862 0.4124274542 0.0001671890931 0.9999999981 0.999832809 -2.761147878 0.3555701726 0.9424604155 nan nan
15 75748 4847 4844 3 0.3427668484 0.05933434266 0.2850012145 0.4397223667 0.1547211522 0.09556496941 0.7257047055 0.6301397361 2.082703612 0.09129152899 0.3664746175 nan nan
16 35338 1345 1341 4 0.7518585865 0.2131735964 0.3242770365 0.9952967186 0.6710196821 0.08097545257 0.999999759 0.9190243064 -0.6509754425 0.4566007675 0.4608375231 nan nan
17 49752 4104 4104 0 0.4729274035 0.06219870914 0.3875424421 0.5218491059 0.1343066638 0.09462640143 0.7006735322 0.6060471308 -0.8806062327 0.07957675535 0.3618505137 nan nan
18 125038 14730 14730 0 0.8106260048 0.07917218488 0.7263389032 0.9695822601 0.2432433569 0.148581549 0.9999342557 0.8513527067 0.1656688474 0.1520925237 0.6701219153 nan nan
19 100814 2732 2732 0 0.4070176649 0.1181775799 0.2899206167 0.6690717689 0.3791511522 0.09601188807 0.9999935841 0.903981696 1.923134041 0.2572669624 0.5876892607 nan nan
20 45851 1077 1076 1 0.6648087625 0.1436194041 0.1869976643 0.6907650107 0.5037673464 0.0948389445 0.7312966128 0.6364576683 -2.407614664 0.477795297 0.5699540167 nan nan
21 21401 829 829 0 0.382592855 0.3912805191 0.01455104694 0.9753899732 0.9608389263 0.0006053674971 0.9999965192 0.9993911517 0.04155540888 0.7829620475 0.7969077269 nan nan
22 66366 884 80 804 0.1304702317 0.2434935373 0.1090758801 0.6844918011 0.575415921 0.1030813481 0.692508506 0.5894271578 0.6962551285 nan nan nan nan
23 151127 3687 3687 0 0.8787845831 0.1996567016 0.3164683542 0.9980323777 0.6815640235 0.004732944403 0.9999999967 0.9952670523 -2.344082777 0.6247089226 0.9364443323 nan nan
24 68757 1657 1657 0 0.7969348844 0.1203219391 0.7166898836 0.9125624955 0.1958726119 0.09393560652 0.9416817914 0.8477461849 -3.993557738 0.1131103155 0.7298248435 nan nan
25 117692 12103 12102 1 0.691145443 0.1411602662 0.529197484 0.9498476232 0.4206501391 0.0007192626071 0.9999999262 0.9992806636 -1.622406866 0.3055407718 0.6897408245 nan nan
26 149482 7320 7319 1 0.8737261837 0.1751972131 0.4513800154 0.9980412224 0.546661207 0.0005999373988 0.9999999761 0.9994000387 -2.412240287 0.4971571709 0.9479372489 nan nan
27 167957 2 2 0 0.7303968877 0.006826872716 0.7242527023 0.7365410732 0.01228837089 0.723570015 0.7372237604 0.01365374543 nan 0.01297105816 0.01365374543 nan nan
28 14985 953 953 0 0.5973736249 0.2304065437 0.1533228345 0.9025240083 0.7492011738 0.05757215997 0.9998594752 0.9422873152 -0.2556910345 0.4838696401 0.581205107 nan nan
29 9615 5132 5132 0 0.4408166845 0.05402934739 0.3764905321 0.4953761339 0.1188856017 0.09428293306 0.6999896911 0.6057067581 0.3214300732 0.06904394778 0.333393396 nan nan
30 45752 14844 14841 3 0.7592299933 0.1661793231 0.5369776498 0.9954533543 0.4584757045 0.007668268694 0.9999999988 0.9923317301 -1.082593238 0.2406124272 0.7699218083 nan nan

K=31, phase=forward, parameter=w [deg]
cluster representative_source n_cluster n_valid n_missing median std p05 p95 width90 minimum maximum range skewness error95 error_max angle_origin_deg angle_resultant
0 144351 45542 45540 2 -21.20631334 85.66672028 -80.73618944 120.8290267 201.5652162 -149.7044637 123.8250126 273.5294763 0.06945324862 177.6822218 179.9999975 338.5131545 0.1073121445
1 23974 3846 3846 0 -3.656158815 16.30498197 -12.38353827 35.60101824 47.98455651 -61.26192979 172.2791361 233.5410659 3.931524061 41.20253722 177.7161223 305.4766108 0.96615244
2 19832 1037 325 712 -10.5180868 64.06285777 -121.0078579 60.64628619 181.6541441 -178.6236844 172.7200222 351.3437066 -0.4600163855 nan nan 348.2353774 0.513617742
3 221195 4355 4355 0 21.32899103 55.73552691 -69.84367279 80.89731085 150.7409836 -119.5441498 119.7984598 239.3426096 -0.0709772014 141.0006293 179.9017783 16.26348033 0.5871810331
4 57501 12952 12952 0 -21.34650686 48.18812677 -35.43559492 90.94037976 126.3759747 -146.7231034 98.96701296 245.6901163 0.7045673335 120.3772075 128.4038407 323.8301478 0.6925083779
5 127305 3336 3336 0 57.98683393 79.76294857 -84.05838141 116.3076744 200.3660559 -84.25499499 125.8539691 210.1089641 0.05630985332 171.980791 179.9896191 340.8869742 0.2042619146
6 30062 490 490 0 -1.859956787 20.54977914 -24.14610402 38.63447535 62.78057937 -52.65781357 149.870433 202.5282465 1.430317342 54.30109664 165.5370543 25.21227098 0.9412939703
7 8687 2872 2872 0 -3.525344598 13.25806109 -6.726214313 38.45837605 45.18459036 -7.20281359 70.58174302 77.78455661 3.272771207 44.18598094 76.30934791 299.0150152 0.9747654508
8 36833 1174 1174 0 -4.582076832 25.255387 -26.98128639 47.15709826 74.13838465 -162.6650976 150.8827703 313.547868 0.411291231 59.84266573 157.8324447 299.1112336 0.9196296796
9 175498 2918 2918 0 -4.008357315 18.61989546 -19.095085 35.34667801 54.44176301 -33.16477783 125.6763694 158.8411472 1.892688006 36.53539215 126.8650836 23.18936729 0.9512614089
10 23915 4591 4590 1 -0.5889602604 4.974599977 -6.373654723 8.07793693 14.45159165 -7.586027453 36.30212213 43.88814958 1.813394564 8.652223186 36.87640839 307.3169287 0.9962568723
11 176287 17401 17401 0 -14.94918333 67.97366259 -33.66769479 134.9700151 168.6377098 -174.9627724 177.6231358 352.5859081 0.8444816144 164.8974654 179.9933548 307.9893244 0.4741387573
12 31321 1223 1223 0 -12.79603014 36.48807339 -17.51908404 78.66525296 96.184337 -152.6107685 150.4198183 303.0305868 0.9886811349 94.53565828 165.6806468 309.8096713 0.8282235727
13 156237 2360 2360 0 1.810696829 82.99190019 -164.5703948 43.26114258 207.8315374 -170.2871954 120.3463894 290.6335848 -0.5215142234 166.0192502 171.7360508 255.1978647 0.2783664886
14 168732 13781 13781 0 -1.594306704 104.7582463 -178.0503239 178.046625 356.0969489 -179.9971808 179.9899517 359.9871325 0.04816638944 179.0367774 179.9990792 266.5367462 0.2301463371
15 75748 4847 4844 3 -3.121060832 14.79486996 -16.3631508 30.75936081 47.12251161 -39.55667302 99.35332505 138.9099981 1.420374278 35.46993489 104.0638991 311.1911192 0.9677159005
16 35338 1345 1341 4 24.308639 70.40531066 -113.0363781 66.31610279 179.3524809 -177.7938783 175.0137502 352.8076285 -0.3751432257 157.0743617 178.0181801 25.60540311 0.396152395
17 49752 4104 4104 0 -0.8864180659 17.71222706 -18.50687739 21.01514397 39.52202137 -64.64383607 151.8499805 216.4938165 3.495258891 28.71366852 159.4220029 315.5583285 0.9605246972
18 125038 14730 14730 0 -3.639440727 12.93577888 -8.742987912 22.86120189 31.60418981 -174.9840421 176.9910885 351.9751306 3.277402143 27.99145179 177.9435976 266.6012864 0.9789615995
19 100814 2732 2732 0 -2.923990064 26.85363011 -40.69972665 37.34101605 78.04074271 -176.9860368 173.9073464 350.8933832 1.933055086 49.93177318 178.149614 338.2367411 0.9120605184
20 45851 1077 1076 1 -7.946921375 25.03339145 -20.06004294 59.37020969 79.43025262 -78.23712114 120.075837 198.3129582 1.653072181 70.48058863 131.186216 316.9107827 0.9134499774
21 21401 829 829 0 -4.976495673 75.9706135 -28.28858354 154.2768412 182.5654248 -162.4499087 161.0424101 323.4923188 0.7530438637 161.0514034 167.8169722 300.4169663 0.4170852299
22 66366 884 80 804 -13.92974149 32.35214512 -29.72638824 52.35609514 82.08248338 -32.3894421 53.81056663 86.20000873 0.8191542435 nan nan 238.9913861 0.8484329824
23 151127 3687 3687 0 -3.818401096 37.16221365 -30.54106061 93.18668147 123.7277421 -179.3641973 179.8230471 359.1872444 1.011171604 99.40723962 179.5557087 357.2515606 0.847878237
24 68757 1657 1657 0 -0.2961839037 10.59047641 -9.700364867 11.96697773 21.6673426 -68.05062173 90.42049605 158.4711178 0.1554272787 17.72560351 94.94717031 314.8685611 0.9839504789
25 117692 12103 12102 1 -4.436112393 40.10495308 -25.70793359 131.9833203 157.6912539 -179.3443748 179.9133564 359.2577312 2.631791253 142.7949462 179.7725385 284.0751356 0.8403299333
26 149482 7320 7319 1 -9.786818173 82.54542748 -174.726266 66.8206207 241.5468867 -179.9910478 179.9960147 359.9870625 -0.4864755148 165.479806 179.6239292 268.2519269 0.4657951703
27 167957 2 2 0 -2.842170943e-14 13.18302478 -11.8647223 11.8647223 23.72944461 -13.18302478 13.18302478 26.36604956 nan 25.04774708 26.36604956 358.3002191 0.9736465144
28 14985 953 953 0 8.079546425 49.15096009 -134.1065324 17.37666539 151.4831977 -178.5110419 179.2145822 357.7256241 -0.4865354012 151.3335265 179.8000003 86.2203897 0.7818303709
29 9615 5132 5132 0 -1.794345931 14.68776118 -6.981611281 14.5277497 21.50936099 -134.5389036 157.8235279 292.3624315 6.325635975 17.42376947 160.6700399 300.2845945 0.9759282623
30 45752 14844 14841 3 -9.814759843 48.25298886 -13.19374211 122.0200489 135.213791 -147.8946402 170.9116041 318.8062443 1.716342353 134.9916485 176.1167963 299.2014913 0.7401738739

K=52, STD=0.009994112334
n = trajectories per cluster; conditions overlap.
n = 1: clusters=1/52 (1.92%); trajectories=1/194124 (0.00%)
n < 10: clusters=1/52 (1.92%); trajectories=1/194124 (0.00%)
n < 100: clusters=1/52 (1.92%); trajectories=1/194124 (0.00%)

K=52, phase=backward, parameter=a [km]
cluster representative_source n_cluster n_valid n_missing median std p05 p95 width90 minimum maximum range skewness error95 error_max angle_origin_deg angle_resultant
0 155584 12184 0 12184 nan nan nan nan nan nan nan nan nan nan nan nan nan
1 24196 3681 3681 0 208547.4213 3031.102126 203970.515 213579.1142 9608.59923 202700.1039 215886.1181 13186.01422 0.1067077297 5396.939603 6829.830663 nan nan
2 23568 824 824 0 238995.3154 1757.496265 235563.1615 240775.3763 5212.214802 233499.791 240887.1301 7387.339134 -0.4487043942 3710.355411 5773.725885 nan nan
3 171049 2417 0 2417 nan nan nan nan nan nan nan nan nan nan nan nan nan
4 50148 5558 5558 0 209628.8748 3495.577269 204828.2591 215627.6163 10799.35714 204471.9973 217576.1751 13104.17774 0.1733782314 5742.16127 7098.82247 nan nan
5 51611 1286 0 1286 nan nan nan nan nan nan nan nan nan nan nan nan nan
6 20500 195 195 0 237623.2385 1584.863182 235157.2457 240456.6702 5299.424566 234416.5233 241117.2713 6700.748024 0.1829412258 2976.70739 3530.652925 nan nan
7 28151 1200 1200 0 223381.9753 4856.004785 214279.0275 230171.0731 15892.04562 212031.227 231375.1727 19343.94568 -0.3043063738 8815.392425 9715.978659 nan nan
8 76903 285 285 0 202098.0782 2998.551426 195435.6655 204068.479 8632.813565 193052.5207 233991.1882 40938.66749 3.150475846 6909.400573 32334.75384 nan nan
9 78960 18817 0 18817 nan nan nan nan nan nan nan nan nan nan nan nan nan
10 10350 4874 4874 0 221750.4212 4070.513985 214885.5171 227688.3639 12802.84679 213219.7551 234739.1014 21519.34627 -0.06723033207 7386.438785 12697.09321 nan nan
11 210447 3063 0 3063 nan nan nan nan nan nan nan nan nan nan nan nan nan
12 22279 610 610 0 235487.6803 1275.655616 234178.9195 236107.3857 1928.466184 210930.0619 236372.5772 25442.51538 -11.9758971 1314.893311 24563.75098 nan nan
13 152421 1773 0 1773 nan nan nan nan nan nan nan nan nan nan nan nan nan
14 166474 8815 0 8815 nan nan nan nan nan nan nan nan nan nan nan nan nan
15 43589 2153 2153 0 199251.0668 2156.034821 197023.8028 203601.0019 6577.199098 193076.1974 204519.6663 11443.46887 0.4630009187 5363.65459 6282.319021 nan nan
16 41854 7407 7407 0 225643.4919 5152.795393 217382.898 232848.0619 15465.16382 215422.8506 235326.9601 19904.10953 -0.07140595367 10142.45471 12621.35297 nan nan
17 62912 438 438 0 201829.423 1280.790017 200910.3396 204163.3457 3253.006056 193064.5732 204479.1362 11414.56302 -2.298267532 2654.598223 8524.817282 nan nan
18 120454 12525 0 12525 nan nan nan nan nan nan nan nan nan nan nan nan nan
19 30745 253 253 0 238581.1078 2458.548373 233739.9859 241001.2892 7261.303301 232642.0481 241041.6789 8399.630838 -0.4292922017 4731.794198 5829.732056 nan nan
20 108767 1512 1512 0 210183.3359 6176.432366 204960.1198 220991.4739 16031.35404 204444.0796 233065.61 28621.53039 1.587547732 9547.602172 21621.73827 nan nan
21 20727 290 290 0 237087.6231 1157.962626 235862.4373 238949.7443 3087.306935 230827.1846 239296.3437 8469.159107 -1.110230351 1936.828426 6414.226336 nan nan
22 65262 717 717 0 231105.9229 3611.263325 225141.5234 235023.0295 9881.506112 210622.9716 236339.9388 25716.96717 -1.274444707 7640.5219 16972.2879 nan nan
23 151422 3376 0 3376 nan nan nan nan nan nan nan nan nan nan nan nan nan
24 69514 1550 1550 0 203503.6042 696.8207282 202208.1787 204411.197 2203.018302 201890.0448 204528.5522 2638.507395 -0.3087251695 1194.496541 1375.227432 nan nan
25 168114 1774 0 1774 nan nan nan nan nan nan nan nan nan nan nan nan nan
26 148588 6986 0 6986 nan nan nan nan nan nan nan nan nan nan nan nan nan
27 167957 1 0 1 nan nan nan nan nan nan nan nan nan nan nan nan nan
28 13170 555 555 0 238883.226 1417.704393 236428.2955 239692.1811 3263.885594 227394.8542 240991.0145 13596.16036 -2.694119692 2243.607516 11204.70589 nan nan
29 103221 365 365 0 207073.1265 7928.405544 201146.1276 231112.7558 29966.62822 193167.7014 235702.6984 42534.99701 1.432034033 26444.25783 31034.20046 nan nan
30 48939 6961 6961 0 225731.8103 4654.503186 218450.4306 233230.8514 14780.42078 212870.5637 236341.027 23470.46337 -0.001372832242 9864.718738 12958.79484 nan nan
31 88569 2774 2774 0 198386.5579 2564.737122 195778.9103 203615.4618 7836.551537 195334.9647 204531.5637 9196.599051 0.4497805113 6117.715897 7033.817798 nan nan
32 176015 15599 0 15599 nan nan nan nan nan nan nan nan nan nan nan nan nan
33 116002 11190 0 11190 nan nan nan nan nan nan nan nan nan nan nan nan nan
34 29608 439 439 0 238641.2979 2095.611439 234383.5197 240900.8329 6517.313272 233631.3229 241125.0718 7493.748847 -0.4936995522 4150.698784 4902.89551 nan nan
35 52314 3839 3839 0 200390.0173 1629.298975 198275.7801 203688.659 5412.87889 196859.2299 204535.186 7675.956133 0.3962568248 4351.338632 5197.865632 nan nan
